,Sample name,Sex,Biosample ID,Population code,Population name,Superpopulation code,Superpopulation name,Population elastic ID,Data collections
2086,HG00589,male,SAME124824,CHS,Southern Han Chinese,EAS,East Asian Ancestry,CHS,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,MAGE RNA-seq,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
2092,HG00596,female,SAME125007,CHS,Southern Han Chinese,EAS,East Asian Ancestry,CHS,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,MAGE RNA-seq,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
2100,NA18969,female,SAME123954,JPT,Japanese,EAS,East Asian Ancestry,JPT,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,MAGE RNA-seq,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
2102,HG00158,female,SAME124585,GBR,British,EUR,European Ancestry,GBR,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"
2104,NA18971,male,SAME123763,JPT,Japanese,EAS,East Asian Ancestry,JPT,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,MAGE RNA-seq,Human Pangenome Reference Consortium, Phase 2,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
2112,NA18983,male,SAME125074,JPT,Japanese,EAS,East Asian Ancestry,JPT,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,Human Pangenome Reference Consortium, Phase 2,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
2116,NA18988,male,SAME125078,JPT,Japanese,EAS,East Asian Ancestry,JPT,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
2118,HG00235,female,SAME124122,GBR,British,EUR,European Ancestry,GBR,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,Human Pangenome Reference Consortium, Phase 2,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"
2122,HG00242,male,SAME123223,GBR,British,EUR,European Ancestry,GBR,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"
2128,NA19001,female,SAME124478,JPT,Japanese,EAS,East Asian Ancestry,JPT,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
2130,HG00254,female,SAME123050,GBR,British,EUR,European Ancestry,GBR,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,MAGE RNA-seq,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
2135,HG00692,male,SAME123684,CHS,Southern Han Chinese,EAS,East Asian Ancestry,CHS,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
2138,HG00261,female,SAME123583,GBR,British,EUR,European Ancestry,GBR,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"
2146,HG00273,male,SAME123419,FIN,Finnish,EUR,European Ancestry,FIN,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"
2147,HG00717,female,SAME124926,CHS,Southern Han Chinese,EAS,East Asian Ancestry,CHS,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,1000 Genomes phase 3 release"
2150,HG00278,male,SAME123425,FIN,Finnish,EUR,European Ancestry,FIN,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"
2155,HG01518,male,SAME124766,IBS,Iberian,EUR,European Ancestry,IBS,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,MAGE RNA-seq,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
2160,NA19068,male,SAME123012,JPT,Japanese,EAS,East Asian Ancestry,JPT,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,MAGE RNA-seq,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
2163,HG01525,female,SAME125328,IBS,Iberian,EUR,European Ancestry,IBS,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,1000 Genomes phase 3 release"
2164,NA19070,male,SAME122820,JPT,Japanese,EAS,East Asian Ancestry,JPT,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
2166,HG00324,female,SAME123794,FIN,Finnish,EUR,European Ancestry,FIN,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"
2175,HG01551,female,SAME124008,CLM,Colombian,AMR,American Ancestry,CLM,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
2178,HG00336,male,SAME123983,FIN,Finnish,EUR,European Ancestry,FIN,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"
2191,HG01602,female,SAME123454,IBS,Iberian,EUR,European Ancestry,IBS,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,1000 Genomes phase 3 release"
2198,HG00367,female,SAME124540,FIN,Finnish,EUR,European Ancestry,FIN,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"
2206,HG00381,female,SAME123030,FIN,Finnish,EUR,European Ancestry,FIN,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"
2211,HG01626,female,SAME123842,IBS,Iberian,EUR,European Ancestry,IBS,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,Human Pangenome Reference Consortium, Phase 2,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
2227,HG01676,female,SAME123284,IBS,Iberian,EUR,European Ancestry,IBS,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,1000 Genomes phase 3 release"
2230,HG00449,female,SAME123885,CHS,Southern Han Chinese,EAS,East Asian Ancestry,CHS,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
2233,HG03009,male,SAME1840256,BEB,Bengali,SAS,South Asian Ancestry,BEB,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,Human Genome Structural Variation Consortium, Phase 2,Human Genome Structural Variation Consortium, Phase 3,1KG_ONT_VIENNA,1000 Genomes phase 3 release"
2237,HG03016,female,SAME1839952,PJL,Punjabi,SAS,South Asian Ancestry,PJL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,1000 Genomes phase 3 release"
2242,HG00475,male,SAME123342,CHS,Southern Han Chinese,EAS,East Asian Ancestry,CHS,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,MAGE RNA-seq,1000 Genomes phase 3 release,1000 Genomes phase 1 release,90 Han Chinese high coverage genomes"
2253,HG01765,male,SAME1839681,IBS,Iberian,EUR,European Ancestry,IBS,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,MAGE RNA-seq,1000 Genomes phase 3 release"
2280,HG01188,female,SAME124927,PUR,Puerto Rican,AMR,American Ancestry,PUR,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,MAGE RNA-seq,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
2289,HG01241,male,SAME125065,PUR,Puerto Rican,AMR,American Ancestry,PUR,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
2305,NA19652,male,SAME124978,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
2307,HG01284,female,SAME1839191,CLM,Colombian,AMR,American Ancestry,CLM,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,MAGE RNA-seq,1000 Genomes phase 3 release"
2308,NA19657,female,SAME123129,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,MAGE RNA-seq,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
2310,HG01311,male,SAME1839796,PUR,Puerto Rican,AMR,American Ancestry,PUR,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,1000 Genomes phase 3 release"
2311,NA19664,male,SAME122955,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
2314,NA19669,female,SAME123903,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
2320,NA19676,male,SAME122790,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,MAGE RNA-seq,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
2331,HG01789,male,SAME124433,GBR,British,EUR,European Ancestry,GBR,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,1000 Genomes phase 3 release,Geuvadis"
2334,HG01791,male,SAME124221,GBR,British,EUR,European Ancestry,GBR,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,1000 Genomes phase 3 release,Geuvadis"
2337,HG01796,female,SAME124220,CDX,Dai Chinese,EAS,East Asian Ancestry,CDX,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,1000 Genomes phase 3 release"
2338,NA19734,female,SAME124873,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
2343,HG01809,female,SAME124299,CDX,Dai Chinese,EAS,East Asian Ancestry,CDX,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,MAGE RNA-seq,1000 Genomes phase 3 release"
2350,NA19758,female,SAME123706,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,MAGE RNA-seq,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
2355,HG00103,male,SAME125151,GBR,British,EUR,European Ancestry,GBR,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"
2360,HG01859,female,SAME123535,KHV,Kinh Vietnamese,EAS,East Asian Ancestry,KHV,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,1000 Genomes phase 3 release"
2361,NA20762,male,SAME124744,TSI,Toscani,EUR,European Ancestry,TSI,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,MAGE RNA-seq,Human Pangenome Reference Consortium, Phase 2,1000 Genomes phase 3 release"
2368,HG01866,male,SAME123195,KHV,Kinh Vietnamese,EAS,East Asian Ancestry,KHV,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,1000 Genomes phase 3 release"
2370,HG03838,female,SAME1839297,STU,Tamil,SAS,South Asian Ancestry,STU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,1000 Genomes phase 3 release"
2372,HG01873,male,SAME123400,KHV,Kinh Vietnamese,EAS,East Asian Ancestry,KHV,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,1000 Genomes phase 3 release"
2381,NA20801,male,SAME125365,TSI,Toscani,EUR,European Ancestry,TSI,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"
2383,HG00139,male,SAME123060,GBR,British,EUR,European Ancestry,GBR,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"
2387,HG00141,male,SAME124395,GBR,British,EUR,European Ancestry,GBR,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,MAGE RNA-seq,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"
2389,NA20813,female,SAME125189,TSI,Toscani,EUR,European Ancestry,TSI,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"
2390,HG03869,male,SAME1840104,ITU,Telugu,SAS,South Asian Ancestry,ITU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,1000 Genomes phase 3 release"
2391,HG00146,female,SAME124390,GBR,British,EUR,European Ancestry,GBR,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,MAGE RNA-seq,Human Pangenome Reference Consortium, Phase 2,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"
2394,HG03871,male,SAME1840200,ITU,Telugu,SAS,South Asian Ancestry,ITU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,1000 Genomes phase 3 release"
2398,HG01917,male,SAME123235,PEL,Peruvian,AMR,American Ancestry,PEL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,1000 Genomes phase 3 release"
2400,HG03888,female,SAME1840039,STU,Tamil,SAS,South Asian Ancestry,STU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,MAGE RNA-seq,1000 Genomes phase 3 release"
2403,HG03890,male,SAME1839864,STU,Tamil,SAS,South Asian Ancestry,STU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,1000 Genomes phase 3 release"
2406,HG03895,female,SAME1839888,STU,Tamil,SAS,South Asian Ancestry,STU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,1000 Genomes phase 3 release"
2408,NA20863,male,SAME123805,GIH,Gujarati,SAS,South Asian Ancestry,GIH,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,1000 Genomes phase 3 release"
2413,HG02136,female,SAME1839865,KHV,Kinh Vietnamese,EAS,East Asian Ancestry,KHV,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,MAGE RNA-seq,1000 Genomes phase 3 release"
2425,HG02155,female,SAME124795,CDX,Dai Chinese,EAS,East Asian Ancestry,CDX,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,MAGE RNA-seq,Human Pangenome Reference Consortium, Phase 2,1000 Genomes phase 3 release"
2429,NA20899,female,SAME123140,GIH,Gujarati,SAS,South Asian Ancestry,GIH,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,1000 Genomes phase 3 release"
2433,HG03941,male,SAME1840353,BEB,Bengali,SAS,South Asian Ancestry,BEB,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,1000 Genomes phase 3 release"
2444,HG03965,male,SAME1840063,ITU,Telugu,SAS,South Asian Ancestry,ITU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,1000 Genomes phase 3 release"
2451,HG03837,male,SAME1839291,STU,Tamil,SAS,South Asian Ancestry,STU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,1000 Genomes phase 3 release"
2452,HG03977,female,SAME1839746,ITU,Telugu,SAS,South Asian Ancestry,ITU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,MAGE RNA-seq,1000 Genomes phase 3 release"
2455,HG03844,male,SAME1839166,STU,Tamil,SAS,South Asian Ancestry,STU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,1000 Genomes phase 3 release"
2461,HG00583,male,SAME124829,CHS,Southern Han Chinese,EAS,East Asian Ancestry,CHS,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,MAGE RNA-seq,1000 Genomes phase 3 release,1000 Genomes phase 1 release,90 Han Chinese high coverage genomes"
2462,HG02275,female,SAME1840376,PEL,Peruvian,AMR,American Ancestry,PEL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,1000 Genomes phase 3 release"
2464,HG03681,male,SAME1840321,STU,Tamil,SAS,South Asian Ancestry,STU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,1000 Genomes phase 3 release"
2467,HG03856,male,SAME1840291,STU,Tamil,SAS,South Asian Ancestry,STU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,1000 Genomes phase 3 release"
2468,HG03686,male,SAME1840335,STU,Tamil,SAS,South Asian Ancestry,STU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,1000 Genomes phase 3 release"
2471,HG03863,female,SAME1840162,ITU,Telugu,SAS,South Asian Ancestry,ITU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,1000 Genomes phase 3 release"
2473,HG00608,female,SAME125369,CHS,Southern Han Chinese,EAS,East Asian Ancestry,CHS,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
2474,HG01366,female,SAME125265,CLM,Colombian,AMR,American Ancestry,CLM,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
2477,HG00610,male,SAME125199,CHS,Southern Han Chinese,EAS,East Asian Ancestry,CHS,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
2479,HG03870,male,SAME1840196,ITU,Telugu,SAS,South Asian Ancestry,ITU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,1000 Genomes phase 3 release"
2485,HG00622,male,SAME1839278,CHS,Southern Han Chinese,EAS,East Asian Ancestry,CHS,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,1000 Genomes phase 3 release"
2486,HG01392,male,SAME1840234,PUR,Puerto Rican,AMR,American Ancestry,PUR,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,MAGE RNA-seq,1000 Genomes phase 3 release"
2487,HG03882,female,SAME1839999,ITU,Telugu,SAS,South Asian Ancestry,ITU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,1000 Genomes phase 3 release"
2493,HG00634,male,SAME122903,CHS,Southern Han Chinese,EAS,East Asian Ancestry,CHS,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
2495,HG03894,female,SAME1839885,STU,Tamil,SAS,South Asian Ancestry,STU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,1000 Genomes phase 3 release"
2498,HG01412,male,SAME1839619,PUR,Puerto Rican,AMR,American Ancestry,PUR,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,1000 Genomes phase 3 release"
2501,HG00641,female,SAME123435,PUR,Puerto Rican,AMR,American Ancestry,PUR,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,MAGE RNA-seq,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
2510,HG01455,male,SAME123429,CLM,Colombian,AMR,American Ancestry,CLM,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
2512,HG03756,female,SAME1839080,STU,Tamil,SAS,South Asian Ancestry,STU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,1000 Genomes phase 3 release"
2517,HG00684,female,SAME123890,CHS,Southern Han Chinese,EAS,East Asian Ancestry,CHS,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,1000 Genomes phase 3 release,1000 Genomes phase 1 release,90 Han Chinese high coverage genomes"
2518,HG01474,female,SAME1840189,CLM,Colombian,AMR,American Ancestry,CLM,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,1000 Genomes phase 3 release"
2522,HG01479,male,SAME1840251,CLM,Colombian,AMR,American Ancestry,CLM,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,MAGE RNA-seq,1000 Genomes phase 3 release"
2523,HG03940,female,SAME1840346,BEB,Bengali,SAS,South Asian Ancestry,BEB,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,1000 Genomes phase 3 release"
2539,HG03976,male,SAME1839739,ITU,Telugu,SAS,South Asian Ancestry,ITU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,MAGE RNA-seq,1000 Genomes phase 3 release"
2544,HG03802,female,SAME1839608,BEB,Bengali,SAS,South Asian Ancestry,BEB,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,1000 Genomes phase 3 release"
2546,HG01506,male,SAME124947,IBS,Iberian,EUR,European Ancestry,IBS,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,MAGE RNA-seq,1000 Genomes phase 3 release"
2547,HG03990,male,SAME1839637,STU,Tamil,SAS,South Asian Ancestry,STU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,1000 Genomes phase 3 release"
2550,HG01513,female,SAME124768,IBS,Iberian,EUR,European Ancestry,IBS,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,1000 Genomes phase 3 release"
2554,HG04017,male,SAME1839851,ITU,Telugu,SAS,South Asian Ancestry,ITU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,1000 Genomes phase 3 release"
2556,HG03821,male,SAME1839449,BEB,Bengali,SAS,South Asian Ancestry,BEB,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,1000 Genomes phase 3 release"
2564,NA19759,male,SAME123707,MXL,Mexican Ancestry,AMR,American Ancestry,MXL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,MAGE RNA-seq,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
2569,HG01550,male,SAME124009,CLM,Colombian,AMR,American Ancestry,CLM,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
2578,HG04062,female,SAME1839147,ITU,Telugu,SAS,South Asian Ancestry,ITU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,MAGE RNA-seq,1000 Genomes phase 3 release"
2581,HG01586,male,SAME1839879,PJL,Punjabi,SAS,South Asian Ancestry,PJL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,1000 Genomes phase 3 release"
2589,HG01598,female,SAME125239,KHV,Kinh Vietnamese,EAS,East Asian Ancestry,KHV,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,MAGE RNA-seq,1000 Genomes phase 3 release"
2597,HG01606,male,SAME123458,IBS,Iberian,EUR,European Ancestry,IBS,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,MAGE RNA-seq,1000 Genomes phase 3 release"
2598,HG04118,female,SAME1839379,ITU,Telugu,SAS,South Asian Ancestry,ITU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,1000 Genomes phase 3 release"
2618,HG04156,female,SAME1840389,BEB,Bengali,SAS,South Asian Ancestry,BEB,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,MAGE RNA-seq,1000 Genomes phase 3 release"
2634,HG04194,male,SAME1839818,BEB,Bengali,SAS,South Asian Ancestry,BEB,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,MAGE RNA-seq,1000 Genomes phase 3 release"
2641,HG01694,male,SAME124844,IBS,Iberian,EUR,European Ancestry,IBS,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,1000 Genomes phase 3 release"
2645,HG01699,male,SAME1839210,IBS,Iberian,EUR,European Ancestry,IBS,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,1000 Genomes phase 3 release"
2673,HG01776,female,SAME124632,IBS,Iberian,EUR,European Ancestry,IBS,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,1000 Genomes phase 3 release"
2678,NA07048,male,SAME124188,CEU,CEPH,EUR,European Ancestry,CEU,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"
2680,NA20504,female,SAME124360,TSI,Toscani,EUR,European Ancestry,TSI,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"
2681,HG01942,female,SAME124150,PEL,Peruvian,AMR,American Ancestry,PEL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,1000 Genomes phase 3 release"
